generation,phase,individual,state_id,action
0,before,12,116,0
0,before,12,117,0
0,before,12,118,0
0,before,12,119,0
0,before,12,120,1
0,before,12,121,0
0,before,12,122,1
0,before,12,123,1
0,before,12,124,0
0,before,12,125,0
0,before,12,126,0
0,before,12,127,0
0,before,12,128,0
0,before,12,129,1
0,before,12,130,0
0,before,13,0,2
0,before,13,1,1
0,before,13,2,1
0,before,13,3,1
0,before,13,4,1
0,before,13,5,2
0,before,13,6,1
0,before,13,7,1
0,before,13,8,1
0,before,13,9,1
0,before,13,10,1
0,before,13,11,1
0,before,13,12,1
0,before,13,13,1
0,before,13,14,1
0,before,13,15,1
0,before,13,16,2
0,before,13,17,1
0,before,13,18,2
0,before,13,19,1
0,before,13,20,2
0,before,13,21,1
0,before,13,22,1
0,before,13,23,2
0,before,13,24,1
0,before,13,25,1
0,before,13,26,1
0,before,13,27,2
0,before,13,28,2
0,before,13,29,1
0,before,13,30,2
0,before,13,31,1
0,before,13,32,1
0,before,13,33,1
0,before,13,34,1
0,before,13,35,1
0,before,13,36,1
0,before,13,37,1
0,before,13,38,1
0,before,13,39,1
0,before,13,40,1
0,before,13,41,2
0,before,13,42,1
0,before,13,43,2
0,before,13,44,2
0,before,13,45,1
0,before,13,46,2
0,before,13,47,1
0,before,13,48,1
0,before,13,49,2
0,before,13,50,1
0,before,13,51,1
0,before,13,52,2
0,before,13,53,1
0,before,13,54,2
0,before,13,55,1
0,before,13,56,1
0,before,13,57,2
0,before,13,58,2
0,before,13,59,1
0,before,13,60,1
0,before,13,61,1
0,before,13,62,2
0,before,13,63,1
0,before,13,64,2
0,before,13,65,1
0,before,13,66,1
0,before,13,67,2
0,before,13,68,2
0,before,13,69,2
0,before,13,70,1
0,before,13,71,1
0,before,13,72,2
0,before,13,73,1
0,before,13,74,1
0,before,13,75,1
0,before,13,76,1
0,before,13,77,2
0,before,13,78,1
0,before,13,79,1
0,before,13,80,2
0,before,13,81,1
0,before,13,82,1
0,before,13,83,1
0,before,13,84,1
0,before,13,85,1
0,before,13,86,1
0,before,13,87,1
0,before,13,88,1
0,before,13,89,2
0,before,13,90,1
0,before,13,91,2
0,before,13,92,2
0,before,13,93,2
0,before,13,94,1
0,before,13,95,2
0,before,13,96,1
0,before,13,97,2
0,before,13,98,2
0,before,13,99,1
0,before,13,100,1
0,before,13,101,1
0,before,13,102,1
0,before,13,103,2
0,before,13,104,2
0,before,13,105,2
0,before,13,106,2
0,before,13,107,2
0,before,13,108,1
0,before,13,109,2
0,before,13,110,2
0,before,13,111,1
0,before,13,112,2
0,before,13,113,1
0,before,13,114,1
0,before,13,115,1
0,before,13,116,1
0,before,13,117,1
0,before,13,118,1
0,before,13,119,1
0,before,13,120,1
0,before,13,121,1
0,before,13,122,1
0,before,13,123,2
0,before,13,124,1
0,before,13,125,2
0,before,13,126,1
0,before,13,127,1
0,before,13,128,1
0,before,13,129,2
0,before,13,130,1
0,before,14,0,0
0,before,14,1,0
0,before,14,2,2
0,before,14,3,1
0,before,14,4,1
0,before,14,5,0
0,before,14,6,0
0,before,14,7,0
0,before,14,8,0
0,before,14,9,0
0,before,14,10,1
0,before,14,11,0
0,before,14,12,0
0,before,14,13,0
0,before,14,14,0
0,before,14,15,0
0,before,14,16,0
0,before,14,17,0
0,before,14,18,0
0,before,14,19,0
0,before,14,20,0
0,before,14,21,0
0,before,14,22,1
0,before,14,23,1
0,before,14,24,0
0,before,14,25,0
0,before,14,26,0
0,before,14,27,0
0,before,14,28,0
0,before,14,29,1
0,before,14,30,1
0,before,14,31,0
0,before,14,32,0
0,before,14,33,0
0,before,14,34,0
0,before,14,35,0
0,before,14,36,1
0,before,14,37,1
0,before,14,38,0
0,before,14,39,0
0,before,14,40,2
0,before,14,41,0
0,before,14,42,0
0,before,14,43,0
0,before,14,44,0
0,before,14,45,0
0,before,14,46,2
0,before,14,47,0
0,before,14,48,0
0,before,14,49,0
0,before,14,50,0
0,before,14,51,0
0,before,14,52,1
0,before,14,53,0
0,before,14,54,0
0,before,14,55,0
0,before,14,56,0
0,before,14,57,0
0,before,14,58,0
0,before,14,59,1
0,before,14,60,0
0,before,14,61,0
0,before,14,62,0
0,before,14,63,0
0,before,14,64,0
0,before,14,65,0
0,before,14,66,0
0,before,14,67,0
0,before,14,68,0
0,before,14,69,0
0,before,14,70,0
0,before,14,71,1
0,before,14,72,0
0,before,14,73,0
0,before,14,74,0
0,before,14,75,0
0,before,14,76,0
0,before,14,77,0
0,before,14,78,0
0,before,14,79,0
0,before,14,80,0
0,before,14,81,0
0,before,14,82,0
0,before,14,83,0
0,before,14,84,0
0,before,14,85,0
0,before,14,86,0
0,before,14,87,0
0,before,14,88,1
0,before,14,89,0
0,before,14,90,0
0,before,14,91,1
0,before,14,92,0
0,before,14,93,0
0,before,14,94,0
0,before,14,95,1
0,before,14,96,0
0,before,14,97,0
0,before,14,98,0
0,before,14,99,0
0,before,14,100,0
0,before,14,101,0
0,before,14,102,0
0,before,14,103,0
0,before,14,104,0
0,before,14,105,0
0,before,14,106,0
0,before,14,107,0
0,before,14,108,0
0,before,14,109,0
0,before,14,110,0
0,before,14,111,0
0,before,14,112,0
0,before,14,113,1
0,before,14,114,0
0,before,14,115,0
0,before,14,116,0
0,before,14,117,1
0,before,14,118,0
0,before,14,119,0
0,before,14,120,0
0,before,14,121,1
0,before,14,122,0
0,before,14,123,1
0,before,14,124,0
0,before,14,125,0
0,before,14,126,0
0,before,14,127,1
0,before,14,128,0
0,before,14,129,0
0,before,14,130,0
0,before,15,0,2
0,before,15,1,0
0,before,15,2,0
0,before,15,3,2
0,before,15,4,0
0,before,15,5,0
0,before,15,6,0
0,before,15,7,0
0,before,15,8,2
0,before,15,9,2
0,before,15,10,2
0,before,15,11,2
0,before,15,12,0
0,before,15,13,0
0,before,15,14,0
0,before,15,15,0
0,before,15,16,0
0,before,15,17,0
0,before,15,18,0
0,before,15,19,2
0,before,15,20,2
0,before,15,21,0
0,before,15,22,2
0,before,15,23,2
0,before,15,24,0
0,before,15,25,0
0,before,15,26,0
0,before,15,27,2
0,before,15,28,0
0,before,15,29,0
0,before,15,30,0
0,before,15,31,0
0,before,15,32,2
0,before,15,33,0
0,before,15,34,0
0,before,15,35,0
0,before,15,36,0
0,before,15,37,0
0,before,15,38,0
0,before,15,39,2
0,before,15,40,0
0,before,15,41,0
0,before,15,42,2
0,before,15,43,2
0,before,15,44,2
0,before,15,45,2
0,before,15,46,2
0,before,15,47,0
0,before,15,48,0
0,before,15,49,1
0,before,15,50,2
0,before,15,51,0
0,before,15,52,0
0,before,15,53,2
0,before,15,54,2
0,before,15,55,0
0,before,15,56,0
0,before,15,57,2
0,before,15,58,2
0,before,15,59,0
0,before,15,60,2
0,before,15,61,0
0,before,15,62,2
0,before,15,63,2
0,before,15,64,0
0,before,15,65,2
0,before,15,66,2
0,before,15,67,2
0,before,15,68,2
0,before,15,69,0
0,before,15,70,2
0,before,15,71,0
0,before,15,72,2
0,before,15,73,2
0,before,15,74,0
0,before,15,75,2
0,before,15,76,1
0,before,15,77,0
0,before,15,78,0
0,before,15,79,2
0,before,15,80,0
0,before,15,81,0
0,before,15,82,0
0,before,15,83,1
0,before,15,84,0
0,before,15,85,0
0,before,15,86,0
0,before,15,87,0
0,before,15,88,0
0,before,15,89,2
0,before,15,90,1
0,before,15,91,0
0,before,15,92,2
0,before,15,93,0
0,before,15,94,2
0,before,15,95,0
0,before,15,96,0
0,before,15,97,2
0,before,15,98,0
0,before,15,99,0
0,before,15,100,2
0,before,15,101,2
0,before,15,102,0
0,before,15,103,2
0,before,15,104,2
0,before,15,105,2
0,before,15,106,2
0,before,15,107,0
0,before,15,108,0
0,before,15,109,0
0,before,15,110,2
0,before,15,111,0
0,before,15,112,0
0,before,15,113,0
0,before,15,114,0
0,before,15,115,0
0,before,15,116,0
0,before,15,117,0
0,before,15,118,0
0,before,15,119,0
0,before,15,120,0
0,before,15,121,0
0,before,15,122,0
0,before,15,123,0
0,before,15,124,2
0,before,15,125,0
0,before,15,126,0
0,before,15,127,0
0,before,15,128,2
0,before,15,129,2
0,before,15,130,0
0,before,16,0,0
0,before,16,1,2
0,before,16,2,0
0,before,16,3,0
0,before,16,4,2
0,before,16,5,0
0,before,16,6,0
0,before,16,7,2
0,before,16,8,2
0,before,16,9,2
0,before,16,10,2
0,before,16,11,0
0,before,16,12,0
0,before,16,13,2
0,before,16,14,0
0,before,16,15,2
0,before,16,16,0
0,before,16,17,2
0,before,16,18,2
0,before,16,19,2
0,before,16,20,2
0,before,16,21,2
0,before,16,22,0
0,before,16,23,2
0,before,16,24,2
0,before,16,25,0
0,before,16,26,0
0,before,16,27,0
0,before,16,28,2
0,before,16,29,0
0,before,16,30,0
0,before,16,31,2
0,before,16,32,0
0,before,16,33,0
0,before,16,34,2
0,before,16,35,2
0,before,16,36,2
0,before,16,37,2
0,before,16,38,0
0,before,16,39,0
0,before,16,40,0
0,before,16,41,2
0,before,16,42,2
0,before,16,43,2
0,before,16,44,2
0,before,16,45,2
0,before,16,46,2
0,before,16,47,0
0,before,16,48,0
0,before,16,49,0
0,before,16,50,0
0,before,16,51,2
0,before,16,52,0
0,before,16,53,0
0,before,16,54,0
0,before,16,55,0
0,before,16,56,2
0,before,16,57,2
0,before,16,58,0
0,before,16,59,2
0,before,16,60,2
0,before,16,61,2
0,before,16,62,0
0,before,16,63,2
0,before,16,64,2
0,before,16,65,2
0,before,16,66,2
0,before,16,67,2
0,before,16,68,0
0,before,16,69,0
0,before,16,70,0
0,before,16,71,0
0,before,16,72,0
0,before,16,73,0
0,before,16,74,0
0,before,16,75,0
0,before,16,76,0
0,before,16,77,0
0,before,16,78,2
0,before,16,79,0
0,before,16,80,0
0,before,16,81,2
0,before,16,82,0
0,before,16,83,2
0,before,16,84,2
0,before,16,85,0
0,before,16,86,0
0,before,16,87,2
0,before,16,88,2
0,before,16,89,2
0,before,16,90,0
0,before,16,91,0
0,before,16,92,0
0,before,16,93,2
0,before,16,94,2
0,before,16,95,2
0,before,16,96,2
0,before,16,97,2
0,before,16,98,1
0,before,16,99,2
0,before,16,100,2
0,before,16,101,2
0,before,16,102,0
0,before,16,103,2
0,before,16,104,0
0,before,16,105,2
0,before,16,106,2
0,before,16,107,2
0,before,16,108,2
0,before,16,109,0
0,before,16,110,0
0,before,16,111,2
0,before,16,112,2
0,before,16,113,2
0,before,16,114,2
0,before,16,115,0
0,before,16,116,0
0,before,16,117,0
0,before,16,118,0
0,before,16,119,0
0,before,16,120,2
0,before,16,121,0
0,before,16,122,2
0,before,16,123,2
0,before,16,124,2
0,before,16,125,0
0,before,16,126,2
0,before,16,127,0
0,before,16,128,2
0,before,16,129,2
0,before,16,130,0
0,before,17,0,2
0,before,17,1,2
0,before,17,2,2
0,before,17,3,1
0,before,17,4,2
0,before,17,5,2
0,before,17,6,2
0,before,17,7,2
0,before,17,8,2
0,before,17,9,2
0,before,17,10,2
0,before,17,11,2
0,before,17,12,2
0,before,17,13,2
0,before,17,14,2
0,before,17,15,2
0,before,17,16,2
0,before,17,17,2
0,before,17,18,2
0,before,17,19,2
0,before,17,20,2
0,before,17,21,2
0,before,17,22,2
0,before,17,23,2
0,before,17,24,2
0,before,17,25,2
0,before,17,26,0
0,before,17,27,2
0,before,17,28,2
0,before,17,29,2
0,before,17,30,2
0,before,17,31,2
0,before,17,32,2
0,before,17,33,2
0,before,17,34,2
0,before,17,35,2
0,before,17,36,2
0,before,17,37,2
0,before,17,38,2
0,before,17,39,2
0,before,17,40,2
0,before,17,41,2
0,before,17,42,2
0,before,17,43,2
0,before,17,44,2
0,before,17,45,2
0,before,17,46,2
0,before,17,47,2
0,before,17,48,2
0,before,17,49,2
0,before,17,50,2
0,before,17,51,2
0,before,17,52,2
0,before,17,53,2
0,before,17,54,2
0,before,17,55,2
0,before,17,56,2
0,before,17,57,2
0,before,17,58,2
0,before,17,59,2
0,before,17,60,2
0,before,17,61,2
0,before,17,62,2
0,before,17,63,2
0,before,17,64,2
0,before,17,65,2
0,before,17,66,2
0,before,17,67,2
0,before,17,68,2
0,before,17,69,2
0,before,17,70,2
0,before,17,71,2
0,before,17,72,2
0,before,17,73,2
0,before,17,74,2
0,before,17,75,2
0,before,17,76,2
0,before,17,77,2
0,before,17,78,2
0,before,17,79,2
0,before,17,80,2
0,before,17,81,2
0,before,17,82,2
0,before,17,83,2
0,before,17,84,2
0,before,17,85,2
0,before,17,86,0
0,before,17,87,2
0,before,17,88,2
0,before,17,89,2
0,before,17,90,2
0,before,17,91,2
0,before,17,92,2
0,before,17,93,2
0,before,17,94,2
0,before,17,95,2
0,before,17,96,2
0,before,17,97,2
0,before,17,98,2
0,before,17,99,2
0,before,17,100,2
0,before,17,101,2
0,before,17,102,2
0,before,17,103,2
0,before,17,104,2
0,before,17,105,2
0,before,17,106,2
0,before,17,107,2
0,before,17,108,2
0,before,17,109,2
0,before,17,110,2
0,before,17,111,2
0,before,17,112,2
0,before,17,113,2
0,before,17,114,2
0,before,17,115,2
0,before,17,116,2
0,before,17,117,2
0,before,17,118,2
0,before,17,119,0
0,before,17,120,2
0,before,17,121,2
0,before,17,122,2
0,before,17,123,2
0,before,17,124,2
0,before,17,125,2
0,before,17,126,2
0,before,17,127,2
0,before,17,128,2
0,before,17,129,2
0,before,17,130,2
0,before,18,0,2
0,before,18,1,1
0,before,18,2,1
0,before,18,3,1
0,before,18,4,1
0,before,18,5,1
0,before,18,6,2
0,before,18,7,1
0,before,18,8,1
0,before,18,9,0
0,before,18,10,2
0,before,18,11,1
0,before,18,12,2
0,before,18,13,0
0,before,18,14,0
0,before,18,15,1
0,before,18,16,2
0,before,18,17,1
0,before,18,18,0
0,before,18,19,1
0,before,18,20,2
0,before,18,21,1
0,before,18,22,2
0,before,18,23,2
0,before,18,24,1
0,before,18,25,1
0,before,18,26,0
0,before,18,27,1
0,before,18,28,1
0,before,18,29,1
0,before,18,30,0
0,before,18,31,0
0,before,18,32,2
0,before,18,33,0
0,before,18,34,0
0,before,18,35,0
0,before,18,36,1
0,before,18,37,1
0,before,18,38,2
0,before,18,39,1
0,before,18,40,1
0,before,18,41,2
0,before,18,42,2
0,before,18,43,1
0,before,18,44,1
0,before,18,45,1
0,before,18,46,2
0,before,18,47,0
0,before,18,48,0
0,before,18,49,1
0,before,18,50,1
0,before,18,51,1
0,before,18,52,0
0,before,18,53,2
0,before,18,54,1
0,before,18,55,0
0,before,18,56,1
0,before,18,57,1
0,before,18,58,0
0,before,18,59,1
0,before,18,60,1
0,before,18,61,1
0,before,18,62,2
0,before,18,63,1
0,before,18,64,2
0,before,18,65,1
0,before,18,66,2
0,before,18,67,2
0,before,18,68,2
0,before,18,69,1
0,before,18,70,1
0,before,18,71,0
0,before,18,72,1
0,before,18,73,2
0,before,18,74,2
0,before,18,75,2
0,before,18,76,1
0,before,18,77,0
0,before,18,78,1
0,before,18,79,0
0,before,18,80,0
0,before,18,81,1
0,before,18,82,0
0,before,18,83,1
0,before,18,84,1
0,before,18,85,0
0,before,18,86,1
0,before,18,87,1
0,before,18,88,0
0,before,18,89,0
0,before,18,90,0
0,before,18,91,0
0,before,18,92,1
0,before,18,93,0
0,before,18,94,1
0,before,18,95,1
0,before,18,96,0
0,before,18,97,0
0,before,18,98,0
0,before,18,99,1
0,before,18,100,2
0,before,18,101,0
0,before,18,102,0
0,before,18,103,1
0,before,18,104,1
0,before,18,105,1
0,before,18,106,0
0,before,18,107,1
0,before,18,108,0
0,before,18,109,0
0,before,18,110,2
0,before,18,111,1
0,before,18,112,2
0,before,18,113,2
0,before,18,114,2
0,before,18,115,1
0,before,18,116,2
0,before,18,117,0
0,before,18,118,1
0,before,18,119,0
0,before,18,120,1
0,before,18,121,1
0,before,18,122,2
0,before,18,123,0
0,before,18,124,1
0,before,18,125,0
0,before,18,126,0
0,before,18,127,1
0,before,18,128,2
0,before,18,129,1
0,before,18,130,1
0,before,19,0,0
0,before,19,1,0
0,before,19,2,0
0,before,19,3,2
0,before,19,4,2
0,before,19,5,0
0,before,19,6,0
0,before,19,7,2
0,before,19,8,0
0,before,19,9,0
0,before,19,10,0
0,before,19,11,0
0,before,19,12,0
0,before,19,13,0
0,before,19,14,0
0,before,19,15,0
0,before,19,16,2
0,before,19,17,2
0,before,19,18,0
0,before,19,19,0
0,before,19,20,0
0,before,19,21,0
0,before,19,22,0
0,before,19,23,2
0,before,19,24,0
0,before,19,25,0
0,before,19,26,0
0,before,19,27,2
0,before,19,28,0
0,before,19,29,2
0,before,19,30,2
0,before,19,31,0
0,before,19,32,0
0,before,19,33,0
0,before,19,34,0
0,before,19,35,0
0,before,19,36,0
0,before,19,37,0
0,before,19,38,0
0,before,19,39,2
0,before,19,40,0
0,before,19,41,0
0,before,19,42,0
0,before,19,43,0
0,before,19,44,0
0,before,19,45,0
0,before,19,46,0
0,before,19,47,0
0,before,19,48,0
0,before,19,49,2
0,before,19,50,0
0,before,19,51,0
0,before,19,52,2
0,before,19,53,0
0,before,19,54,0
0,before,19,55,0
0,before,19,56,0
0,before,19,57,0
0,before,19,58,0
0,before,19,59,0
0,before,19,60,2
0,before,19,61,2
0,before,19,62,0
0,before,19,63,0
0,before,19,64,0
0,before,19,65,0
0,before,19,66,0
0,before,19,67,0
0,before,19,68,2
0,before,19,69,0
0,before,19,70,2
0,before,19,71,2
0,before,19,72,0
0,before,19,73,0
0,before,19,74,0
0,before,19,75,0
0,before,19,76,0
0,before,19,77,2
0,before,19,78,0
0,before,19,79,0
0,before,19,80,0
0,before,19,81,0
0,before,19,82,0
0,before,19,83,0
0,before,19,84,0
0,before,19,85,0
0,before,19,86,0
